tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
It would have been nice to take them alive but it feels good that they’re dead. #JeSuisCharlie http://t.co/AczlhJxarf,0.300,0.300,0.400,0.27415999999999996,0.7184,-0.3818,0.3182,0.0539313164,0.163,0.738,0.099,10,non-rumours
"BREAKING PHOTO: Hostages being led away from the scene of Paris Kosher grocery siege, gunman killed via @SkyNews http://t.co/0t3KYwgQYr",0.231,0.385,0.385,0.29100769230769236,0.6249,-0.8625,0.0772,0.09694141147928997,0.130,0.787,0.084,13,non-rumours
If true that the #CharlieHebdo magazine attackers met their fates at a printing shop... well... then the rest of this tweet writes itself.,0.320,0.400,0.280,0.26458000000000004,0.6884,-0.765,0.1531,0.0726164792,0.150,0.769,0.080,25,non-rumours
Several hostages freed at Jewish supermarket in Paris including a child (R). Photo Thomas Samson #AFP http://t.co/b6ikL2BYyy,0.615,0.385,0.000,0.2849,0.7906,0.0,0.4019,0.0681732676923077,0.170,0.820,0.010,13,non-rumours
VIDEO: Helicopter understood to have landed on roof of #CharlieHebdo siege building during raid #ParisAttacks http://t.co/ZQ834c3L8b,0.571,0.286,0.143,0.35177142857142857,0.7902,-0.6908,0.3804,0.0828585506122449,0.168,0.746,0.087,7,non-rumours
Amazing @AFP photo apparently of hostages at #Paris supermarket siege being carried away. All app alive #c4news http://t.co/u9eIZVG0xE,0.500,0.000,0.500,0.604525,0.7081,-0.6486,0.603,0.006249106874999996,0.209,0.560,0.231,4,non-rumours
BREAKING: Gunmen in #CharlieHebdo massacre reportedly killed: http://t.co/pOJLo4rJps http://t.co/XN0zMd5kaO,0.450,0.150,0.400,0.41522500000000007,0.5862,-0.7184,0.4641,0.05245313087500001,0.195,0.628,0.176,20,non-rumours
Some hostages seen leaving Paris kosher market after police raid http://t.co/mavZxj17F7 http://t.co/arlafQgjK0,0.333,0.167,0.500,0.3555,0.6249,-0.7269,0.33504999999999996,0.06873492333333335,0.281,0.559,0.160,6,non-rumours
"Gunman holding hostages at kosher supermarket in eastern Paris killed, local reports say http://t.co/kmYZ5XwvYO",0.261,0.130,0.609,0.47520434782608706,0.6369,-0.9231,0.4738,0.08743014389413988,0.149,0.674,0.178,23,non-rumours
Respect to the French Police #JeSuisCharlie http://t.co/51rRu2PDyJ,0.417,0.417,0.167,0.31678333333333336,0.8553,-0.6973,0.3071,0.09245266805555553,0.228,0.700,0.072,12,non-rumours
"MORE: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed: http://t.co/3xVAv7rE8o",0.333,0.400,0.267,0.3314133333333333,0.8625,-0.7845,0.4215,0.09487769448888891,0.209,0.692,0.099,15,non-rumours
#BREAKING - Both #CharlieHebdo suspects killed as police storm building &gt;&gt;&gt; http://t.co/OSB513hc9S. More &gt;&gt;&gt; http://t.co/TlHF6JIiUD,0.429,0.143,0.429,0.5163857142857143,0.8728,-0.7845,0.6486,0.10269254408163266,0.282,0.539,0.179,7,non-rumours
"Breaking: At least 10 dead, 5 injured after tO gunman open fire in offices of Charlie  Hebdo,satirical mag that published Mohammed cartoons",0.222,0.333,0.444,0.2646777777777778,0.25,-0.8481,0.128,0.08900742839506173,0.078,0.739,0.183,9,rumours
"France: 10 people dead after shooting at HQ of satirical weekly newspaper #CharlieHebdo, according to witnesses http://t.co/FkYxGmuS58",0.000,0.286,0.714,0.3154,0.0,-0.6486,0.2263,0.07424230571428571,0.066,0.741,0.193,7,rumours
"Ten killed in shooting at headquarters of French satirical weekly Charlie Hebdo, says French media citing witnesses #c4news",0.200,0.000,0.800,0.77754,0.8126,-0.8885,0.8126,0.008316030399999997,0.146,0.539,0.314,5,rumours
BREAKING: 10 dead in shooting at headquarters of French satirical weekly #CharlieHebdo - French media citing witnesses. #France,0.231,0.308,0.462,0.36403846153846153,0.6322,-0.87,0.4063,0.09081699621301774,0.090,0.736,0.174,13,rumours
Reuters: 10 people shot dead at headquarters of French satirical weekly publication Charlie Hebdo in #Paris after gunmen stormed the office,0.000,0.375,0.625,0.36638125,0.0,-0.7845,0.46615,0.09152794777343748,0.046,0.707,0.248,16,rumours
"10 people have died in a shooting at the Paris HQ of French weekly Charlie Hebdo, reports say. http://t.co/xcK8lY9IeR http://t.co/vsoysCGAbx",0.136,0.318,0.545,0.361509090909091,0.6697,-0.886,0.37355,0.09422663900826445,0.061,0.782,0.156,22,rumours
"French radio @Europe1 says attackers on offices of Paris weekly ran out yelling ""Allahu Akbar"" #Charliehebdo",0.300,0.400,0.300,0.40709999999999996,0.8268,-0.7845,0.46205,0.13815184,0.135,0.759,0.105,10,rumours
BREAKING: 10 reportedly shot dead at Paris HQ of French weekly Charlie Hebdo http://t.co/5F1DOwzoCQ,0.333,0.000,0.667,0.48326666666666673,0.6682,-0.4404,0.4404,0.018740275555555557,0.077,0.550,0.373,3,rumours
BREAKING NEWS: Ten dead in shooting at headquarters of French satirical weekly Charlie Hebdo - French media @Reuters @akhbar,0.333,0.222,0.444,0.4479,0.6369,-0.8271,0.4926,0.09682365555555555,0.103,0.706,0.192,9,rumours
Witness says multiple gunmen involved in shooting at Paris HQ of French satirical magazine Charlie Hebdo - @AP http://t.co/ZFJYh80uxy,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,2,rumours
BREAKING: 10 people shot dead at headquarters of French satirical weekly publication Charlie Hebdo in #Paris after gunmen stormed office.,0.667,0.333,0.000,0.27646666666666664,0.5334,0.0,0.296,0.04761003555555556,0.403,0.597,0.000,3,rumours
BREAKING: Paris: 10 dead in attack on satirical paper that poked fun at Mohammed http://t.co/4qqVIjLP8A #CharlieHebdo http://t.co/kqQecEWknq,0.308,0.308,0.385,0.38069230769230766,0.5719,-0.8049,0.4019,0.08955379301775147,0.161,0.628,0.211,13,rumours
BREAKING: Paris police say shots fired at satirical newspaper Charlie Hebdo; witness says multiple gunmen involved.,0.278,0.222,0.500,0.3409888888888889,0.7637,-0.6486,0.34,0.060273850987654316,0.116,0.737,0.147,18,rumours
BREAKING: 10 reported dead in Charlie Hebdo HQ shooting - local media http://t.co/Q27XnP3AS3,0.182,0.182,0.636,0.43260909090909094,0.2732,-0.802,0.5255,0.0788848826446281,0.074,0.610,0.317,11,rumours
"Armed with kalachnikovs &amp; rocketlauncher, 2 men open fire at French satirical mag Charlie Hebdo that published Prophet Mohamed cartoons @AFP",0.231,0.308,0.462,0.3288461538461539,0.8402,-0.7906,0.25,0.09514065171597633,0.131,0.655,0.214,13,rumours
"Paris police: 10 dead, 5 injured at #CharlieHebdo shooting",0.000,0.000,1.000,0.9022,-0.9022,-0.9022,0.9022,0.0,0.116,0.432,0.452,1,rumours
BREAKING: 'Ten shot dead' as gunmen storm HQ of satirical magazine Charlie Hebdo in Paris http://t.co/yGyND65MR8 https://t.co/BFVHx422JS,0.143,0.000,0.857,0.7943142857142859,0.7269,-0.9477,0.7964,0.01529373265306122,0.062,0.512,0.426,7,rumours
"Now we are confirming 10 dead in #Paris #CharlieHebdo shooting, via prosecutors office @AFP",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,rumours
"Breaking: Armed men attack offices of French satirical magazine Charlie Hebdo, killing at least 10, police say http://t.co/tYCeEMKwOo",0.000,0.500,0.500,0.4088,0.0,-0.8176,0.4088,0.16711744,0.000,0.841,0.160,2,rumours
"Ten people killed in attack at offices of satirical French magazine Charlie Hebdo, Paris prosecutors say http://t.co/czyz6voZTw",0.288,0.305,0.407,0.35918135593220335,0.848,-0.875,0.3818,0.0853716415168055,0.123,0.741,0.136,59,rumours
"Appalled by the attack on Charlie Hebdo in Paris, 10 - probably journalists - now confirmed dead. An attack on free speech everywhere.",0.296,0.407,0.296,0.24891851851851854,0.784,-0.8658,0.296,0.06349177928669412,0.077,0.841,0.082,27,rumours
Update - Telegraph reporter Henry Samuels tells Sky News 10 people have been killed in shooting at Charlie Hebdo headquarters in #Paris,0.000,0.000,1.000,0.40969999999999995,-0.296,-0.5719,0.3612,0.013862926666666664,0.035,0.673,0.292,3,rumours
Just confirmed. 10 people dead at shooting in the centre of #Paris. Many believed to be journos working for #CharlieHebdo,0.000,1.000,0.000,0.00516,0.0258,0.0,0.0,0.00010650239999999999,0.053,0.903,0.045,5,rumours
French official says attack on Paris weekly #CharlieHebdo was with Kalachnikov automatic rifles and rocket launcher. Unprecedented. #AFP,0.355,0.226,0.419,0.37809677419354837,0.7964,-0.8519,0.4588,0.08247961579604578,0.136,0.723,0.141,31,rumours
Ten dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/JXujfbiZGu,0.200,0.400,0.400,0.25386,0.4927,-0.6486,0.128,0.0715189504,0.048,0.833,0.118,5,rumours
"Unconfirmed reports that #CharlieHebdo attackers shouted ""The Prophet is avenged"" and used a rocket launcher. This is next level ****.",0.083,0.417,0.500,0.3335333333333333,0.7935,-0.8555,0.27475,0.11662679388888887,0.026,0.789,0.185,12,rumours
Scene at Paris HQ of satirical magazine Charlie Hebdo - police confirm gunmen kill at least 10 http://t.co/t3gks9dapq http://t.co/bnD65c9hwF,0.235,0.176,0.588,0.44045294117647055,0.6602,-0.8885,0.4574,0.0814857083737024,0.117,0.688,0.194,17,rumours
11 dead as shots fired at French satirical weekly #CharlieHebdo. Photo: Philippe Dupeyrat  #AFP http://t.co/q38epI1b8b,0.350,0.200,0.450,0.43408499999999994,0.765,-0.836,0.4767,0.077721412275,0.107,0.718,0.175,20,rumours
Update - 11 people dead at headquarters of French satirical weekly publication Charlie Hebdo after armed gunmen stormed the office in #Paris,0.167,0.389,0.444,0.35815555555555556,0.7783,-0.9304,0.33655,0.11769815024691359,0.054,0.754,0.192,18,rumours
"10 people confirmed dead in Paris attack - rocket launcher used in assault, according to reports http://t.co/7N7uvClhWY",0.200,0.200,0.600,0.37472,0.1779,-0.937,0.1779,0.11595485360000002,0.066,0.766,0.168,5,rumours
"Paris-based journalist says the attack on Charlie Hebdo's HQ involved men armed with ""rocket propelled grenades"" http://t.co/1PJH17mcLz",0.200,0.000,0.800,0.6429,0.709,-0.7717,0.6447,0.009902916000000001,0.077,0.702,0.221,5,rumours
"BREAKING UPDATE: 11 dead, 10 wounded in Charlie Hebdo HQ shooting - Paris police  http://t.co/Q27XnP3AS3",0.375,0.250,0.375,0.33055,0.5423,-0.802,0.34975,0.07210493500000001,0.178,0.671,0.150,8,rumours
LIVE - 11 dead in shooting at HQ of satirical weekly @Charlie_Hebdo_ in Paris (police source)  https://t.co/4yt6nafpIg #CharlieHebdo,0.125,0.125,0.750,0.4552375000000001,0.2023,-0.6808,0.62795,0.06485273734375,0.021,0.803,0.177,8,rumours
Witnesses say several masked men were involved in the shooting at #CharlieHebdo's Paris HQ. http://t.co/xcK8lY9IeR http://t.co/QPKtv7stET,0.143,0.286,0.571,0.3201714285714286,0.5423,-0.7579,0.296,0.0775980106122449,0.087,0.678,0.235,7,rumours
"""Several men in black cagoules were heard to shout 'the Prophet has been avenged.'"" http://t.co/wu7XfGcZsM",0.308,0.308,0.385,0.2651923076923077,0.624,-0.6249,0.2263,0.06296369301775148,0.097,0.804,0.099,13,rumours
"BREAKING: At least 10 killed in shooting at French satirical newspaper Charlie Hebdo, Paris prosecutor's office says. http://t.co/mnAeA7j7fY",0.250,0.250,0.500,0.42581499999999994,0.836,-0.802,0.49624999999999997,0.08715315227499999,0.110,0.626,0.264,20,rumours
Eleven dead in shooting at Paris offices of satirical magazine Charlie Hebdo – live updates http://t.co/gOtSqbwROc,0.056,0.111,0.833,0.5371666666666667,0.0772,-0.9169,0.65415,0.07756431555555557,0.042,0.426,0.532,18,rumours
At least 11 dead and 5 injured after gunmen storm Charlie Hebdo office in Paris http://t.co/Ujw9LonL8N http://t.co/JnhZmKeW5M,0.333,0.167,0.500,0.59485,0.7351,-0.8779,0.7598,0.1017666825,0.102,0.727,0.171,6,rumours
"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage: http://t.co/IClDjevRnB http://t.co/aQkN3PMfkt",0.279,0.246,0.475,0.428694262295082,0.924,-0.9491,0.4325,0.09269741644248856,0.109,0.728,0.163,122,rumours
BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for http://t.co/kjW3uwCV0f http://t.co/9K8ICs97Be,0.176,0.353,0.471,0.39115294117647065,0.7717,-0.9313,0.34,0.12127185896193773,0.096,0.686,0.218,17,rumours
#CharlieHebdo -  11 dead including 2 police in Paris shooting. Photo @MartinBureau1 #AFP http://t.co/aksGP63MB7,0.143,0.429,0.429,0.3558428571428571,0.3802,-0.9169,0.3802,0.11610255673469387,0.144,0.699,0.157,7,rumours
"At least 11 dead in shooting at HQ of #CharlieHebdo in #Paris (police source)
https://t.co/e4dBcNVbvD",0.400,0.000,0.600,0.60258,0.6361,-0.7184,0.6486,0.015407569599999999,0.144,0.714,0.142,5,rumours
"11 dead in Paris shooting at French satirical newspaper Charlie Hebdo, police official says - @AP http://t.co/ZFJYh80uxy",0.154,0.000,0.846,0.5691615384615385,0.5423,-0.875,0.5423,0.04489541621301774,0.046,0.435,0.519,13,rumours
"French media to be put under police protection according to Le Figaro, quoting source in police. #Charliehebdo",0.250,0.250,0.500,0.31855,0.4515,-0.5267,0.37375,0.04074618249999999,0.034,0.835,0.132,4,rumours
Charlie Hebdo gunmen reportedly heard shouting: 'Prophet has been avenged' http://t.co/6Q9j9NkVO5 http://t.co/HxMmpdlA38,0.192,0.385,0.423,0.32143076923076924,0.5994,-0.8225,0.43315000000000003,0.08299715366863906,0.083,0.784,0.133,26,rumours
Horrendous story from Paris - 11 shot dead + many wounded at offices of satirical mag #CharlieHebdo that published cartoons of Muhammad.,0.269,0.175,0.556,0.45729005847953236,0.8957,-0.9504,0.4939,0.09305894615847606,0.104,0.724,0.172,171,rumours
"11 confirmed dead, Francois Hollande to visit scene of attack - latest from Paris: http://t.co/7N7uvClhWY http://t.co/EgmxARAdEP",0.400,0.333,0.267,0.35848,0.5994,-0.891,0.3818,0.08821927626666666,0.120,0.783,0.097,15,rumours
Armed men were reportedly asking for journalists by name at Charlie Hebdo. Unimaginable..  http://t.co/A11KlzNPnn,0.208,0.333,0.458,0.3437124999999999,0.6381,-0.9186,0.27965,0.09922059859375,0.082,0.768,0.150,24,rumours
#CharlieHebdo - 11 dead including 2 police in Paris shooting. Photo: @MartinBureau1 #AFP http://t.co/xkczbYS82E,0.000,0.400,0.600,0.42526,0.0,-0.8374,0.5106,0.1326943344,0.000,0.750,0.250,5,rumours
#CharlieHebdo - 11 dead including 2 police in Paris shooting by @MartinBureau1 #AFP http://t.co/T8HpVdpjjN,0.250,0.500,0.250,0.25245,0.3612,-0.6486,0.1806,0.0740558475,0.040,0.889,0.070,4,rumours
Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers http://t.co/EX1xB40JWS http://t.co/oi7ppQYkQT,0.333,0.333,0.333,0.3398666666666667,0.1027,-0.9169,0.1027,0.16824161555555558,0.114,0.651,0.236,3,rumours
Gunmen reportedly asked for victims by NAME before shooting them #CharlieHebdo. Live updates: http://t.co/w2A2CcyPkN http://t.co/150t62a5IN,0.250,0.500,0.250,0.13565,0.2244,-0.3182,0.1122,0.019500727499999995,0.051,0.868,0.080,4,rumours
Paris police say 11 dead after shooting at French satirical weekly Charlie Hebdo http://t.co/K4WBMHDNxO,0.286,0.143,0.571,0.48195714285714286,0.7321,-0.6935,0.5859,0.05858165387755101,0.200,0.623,0.177,7,rumours
"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11 http://t.co/keuR4WvpHu http://t.co/vyuRvukz1N",0.206,0.196,0.598,0.4197313725490195,0.7643,-0.9423,0.42795,0.08840516352556707,0.091,0.725,0.183,102,rumours
"Video showing #CharlieHebdo attack. ""Allahu akbar"" shouts http://t.co/y1ErbSGv5P",0.250,0.417,0.333,0.32835,0.6239,-0.7531,0.4578,0.08286322583333335,0.063,0.772,0.166,12,rumours
#CharlieHebdo gunmen fled in stolen car after 'mass shoot-out' with police officers http://t.co/eocvQn42Hg http://t.co/545ooj5xMM,0.200,0.200,0.600,0.48616000000000004,0.8415,-0.6935,0.4939,0.0825535184,0.132,0.669,0.199,5,rumours
"French leader: Attack that killed 11 at Paris newspaper an act of terror, other attacks thwarted in recent weeks: http://t.co/9rrqfEaQj5",0.250,0.250,0.500,0.41053125,0.8908,-0.9325,0.3452,0.1268503558984375,0.060,0.758,0.182,16,rumours
Reports #CharlieHebdo gunmen were asking for journalists by name before opening fire. Armed with AK47s and RPG,0.357,0.500,0.143,0.23485,0.8051,-0.4767,0.0258,0.08085386821428574,0.207,0.744,0.049,14,rumours
Graphic: Video shows gunmen with automatic rifles during attack on #CharlieHebdo in #Paris: https://t.co/fQXxNsJOWq http://t.co/Y0uxe72R2N,0.217,0.435,0.348,0.2983391304347826,0.6901,-0.7845,0.2415,0.08991223629489603,0.086,0.797,0.117,23,rumours
Reports that two of the dead in the #CharlieHebdo attack are police officers http://t.co/2J4WQdJnTp http://t.co/LiPDxdq1cb,0.000,0.200,0.800,0.4521,0.0,-0.8671,0.5719,0.110857244,0.026,0.748,0.226,5,rumours
"Charlie Hebdo massacre in Paris carried out with military precision - gunmen appeared to seek out journalists by name, police suggest.",0.100,0.500,0.400,0.274925,0.7677,-0.7059,0.17,0.08671054487500002,0.033,0.881,0.086,20,rumours
Awful. 11 shot dead in an assault on a Paris magazine. http://t.co/xxINS8etDB #CharlieHebdo http://t.co/as3YoLthcx,0.333,0.000,0.667,0.5244333333333333,0.5267,-0.8727,0.5267,0.060201373333333336,0.113,0.617,0.270,9,rumours
"New vid of Paris attack on #CharlieHebdo filmed by a witness. Gunmen on street shout ""Allahu Akbar"" http://t.co/TaZEDtGFlW @akhbar",0.222,0.333,0.444,0.43477777777777776,0.5719,-0.9432,0.4588,0.11882265283950622,0.104,0.706,0.189,9,rumours
Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP http://t.co/k669PHgVw5,0.200,0.300,0.500,0.3813,0.5423,-0.743,0.5095000000000001,0.07520811200000001,0.049,0.835,0.116,10,rumours
Chilling video allegedly of #CharlieHebdo attackers filmed from rooftop. A cry of 'Allahou Akbar' followed by shots http://t.co/G3rHLmAFtH …,0.353,0.353,0.294,0.3634235294117647,0.5423,-0.8072,0.4173,0.08941166885813147,0.102,0.789,0.109,17,rumours
"Charlie Hebdo journalist Wandrille Lanos tells France 2 that men with kalashnikovs entered the office, calls it a ""scene of carnage.""",0.444,0.444,0.111,0.25395555555555555,0.8883,-0.3987,0.1779,0.08093399358024692,0.137,0.783,0.079,9,rumours
"Fact that the Gunmen were shouting ""Allah Hu Akbar"" while shooting rules out any connection with the Religion of peace. #CharlieHebdo",0.355,0.355,0.290,0.3262580645161291,0.7901,-0.8475,0.3818,0.08744930695109263,0.091,0.788,0.121,31,rumours
Cartoonist Stephane Charbonnier was critically injured in the attack (LeFigaro) #CharlieHebdo http://t.co/fHMfUmQffo,0.167,0.333,0.500,0.2942666666666667,0.296,-0.7717,0.24914999999999998,0.0750207188888889,0.090,0.693,0.217,6,rumours
"Nine journalists and two police officers killed in #CharlieHebdo attack, police spokesman confirms http://t.co/KtQOYWXKev",0.125,0.250,0.625,0.48218750000000005,0.6486,-0.9169,0.61025,0.09978875359375,0.080,0.589,0.332,8,rumours
Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris http://t.co/X6UWH7PFP1 http://t.co/TCWtE8nkpm,0.500,0.083,0.417,0.5424083333333334,0.9153,-0.8779,0.5327500000000001,0.07651760743055556,0.207,0.630,0.163,12,rumours
Charlie Hebdo shooting is a ferociously shocking moment with terrible implications for us all:  http://t.co/sIJO1vRp3w Twelve now dead.,0.276,0.138,0.586,0.4540344827586207,0.7845,-0.9042,0.4767,0.05929884225921524,0.113,0.704,0.183,29,rumours
